Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
10/4/2020 2:01,10/4/2020 21:45,UTC-05:00,10/4/2020 11:52,10/4/2020 12:24,31,Functional Fitness,10.2,259,177,129,7,31,16,4,35,FALSE,,,
10/4/2020 2:01,10/4/2020 21:45,UTC-05:00,10/4/2020 11:37,10/4/2020 11:47,10,Commuting,4.7,55,144,115,23,11,50,14,0,TRUE,1713.14,7.39,0.21
10/2/2020 23:24,10/4/2020 2:01,UTC-05:00,10/3/2020 19:30,10/3/2020 20:30,60,Climber,5.1,122,135,92,52,40,7,0,0,FALSE,,,
10/2/2020 23:24,10/4/2020 2:01,UTC-05:00,10/3/2020 15:33,10/3/2020 15:56,22,Cycling,6.7,175,153,126,3,6,55,35,0,TRUE,6159.56,13.28,-0.26
10/2/2020 23:24,10/4/2020 2:01,UTC-05:00,10/3/2020 10:11,10/3/2020 11:05,54,Functional Fitness,10.5,391,180,120,23,7,21,32,14,FALSE,,,
10/2/2020 23:24,10/4/2020 2:01,UTC-05:00,10/3/2020 9:27,10/3/2020 10:03,35,Weightlifting,4.7,67,133,92,50,44,5,0,0,FALSE,,,
9/30/2020 22:21,10/1/2020 23:23,UTC-05:00,10/1/2020 15:25,10/1/2020 16:14,48,Functional Fitness,7.3,232,163,108,28,22,28,19,1,FALSE,,,
9/29/2020 23:42,9/30/2020 22:21,UTC-05:00,9/30/2020 15:24,9/30/2020 16:28,64,Functional Fitness,6.8,219,153,102,26,46,17,9,0,FALSE,,,
9/29/2020 23:42,9/30/2020 22:21,UTC-05:00,9/30/2020 14:46,9/30/2020 15:05,19,Walking,4.1,24,128,89,79,15,5,0,0,TRUE,1840.32,11.35,0.21
9/28/2020 21:48,9/29/2020 23:42,UTC-05:00,9/29/2020 10:30,9/29/2020 10:53,23,Weightlifting,5.8,134,152,116,0,33,46,20,0,FALSE,,,
9/28/2020 21:48,9/29/2020 23:42,UTC-05:00,9/29/2020 9:53,9/29/2020 10:18,24,Running,12.6,344,180,159,0,0,2,7,70,TRUE,4428.18,52.68,0.99
9/27/2020 21:45,9/28/2020 21:48,UTC-05:00,9/28/2020 17:11,9/28/2020 17:52,41,Functional Fitness,10.6,327,176,125,17,14,12,29,24,FALSE,,,
9/26/2020 23:23,9/27/2020 21:45,UTC-05:00,9/27/2020 16:22,9/27/2020 17:15,52,Weightlifting,5,100,122,93,43,54,2,0,0,FALSE,,,
9/25/2020 23:36,9/26/2020 23:23,UTC-05:00,9/26/2020 9:43,9/26/2020 10:54,70,Functional Fitness,15.9,708,189,137,14,10,19,11,18,FALSE,,,
9/24/2020 22:15,9/25/2020 23:36,UTC-05:00,9/25/2020 15:12,9/25/2020 15:59,46,Functional Fitness,7.8,267,161,114,18,15,44,18,2,FALSE,,,
9/23/2020 22:24,9/24/2020 22:15,UTC-05:00,9/24/2020 15:14,9/24/2020 16:19,64,Functional Fitness,10.2,342,181,113,17,41,17,11,9,FALSE,,,
9/23/2020 0:47,9/23/2020 22:24,UTC-05:00,9/23/2020 16:10,9/23/2020 16:35,25,Functional Fitness,13,326,192,154,1,6,16,14,18,FALSE,,,
9/23/2020 0:47,9/23/2020 22:24,UTC-05:00,9/23/2020 15:43,9/23/2020 16:10,26,Weightlifting,5.1,97,147,103,31,34,25,8,0,FALSE,,,
9/21/2020 22:31,9/23/2020 0:47,UTC-05:00,9/22/2020 9:52,9/22/2020 10:49,57,Other,5.4,105,174,85,77,13,3,1,3,TRUE,821.86,5.53,-0.08
9/20/2020 0:08,9/20/2020 22:49,UTC-05:00,9/20/2020 12:56,9/20/2020 13:31,34,Activity,4.4,56,134,91,65,29,4,0,0,FALSE,,,
9/20/2020 0:08,9/20/2020 22:49,UTC-05:00,9/20/2020 11:00,9/20/2020 12:09,69,Functional Fitness,7.7,276,165,105,23,49,16,9,0,FALSE,,,
9/18/2020 22:56,9/20/2020 0:08,UTC-05:00,9/19/2020 9:27,9/19/2020 10:03,35,Weightlifting,7.9,250,161,123,4,21,36,32,4,FALSE,,,
9/17/2020 22:39,9/18/2020 22:56,UTC-05:00,9/18/2020 15:48,9/18/2020 16:39,50,Functional Fitness,10.1,307,173,116,22,28,19,9,20,FALSE,,,
9/16/2020 22:37,9/17/2020 22:39,UTC-05:00,9/17/2020 15:16,9/17/2020 16:40,83,Functional Fitness,12.2,383,191,108,38,26,15,5,4,FALSE,,,
9/15/2020 23:11,9/16/2020 22:37,UTC-05:00,9/16/2020 16:56,9/16/2020 17:11,14,Functional Fitness,4.8,61,158,106,37,17,19,23,2,FALSE,,,
9/15/2020 23:11,9/16/2020 22:37,UTC-05:00,9/16/2020 16:07,9/16/2020 16:49,41,Weightlifting,4.3,61,134,83,64,29,5,0,0,FALSE,,,
9/14/2020 22:13,9/15/2020 23:11,UTC-05:00,9/15/2020 16:29,9/15/2020 17:24,55,Functional Fitness,12.9,534,176,137,0,10,30,21,35,FALSE,,,
9/14/2020 22:13,9/15/2020 23:11,UTC-05:00,9/15/2020 15:48,9/15/2020 16:27,39,Weightlifting,6.9,212,154,115,5,36,37,19,0,FALSE,,,
9/12/2020 22:12,9/14/2020 0:14,UTC-05:00,9/13/2020 10:46,9/13/2020 11:15,28,Weightlifting,5.5,119,158,108,5,61,22,9,1,FALSE,,,
9/12/2020 22:12,9/14/2020 0:14,UTC-05:00,9/13/2020 10:14,9/13/2020 10:45,30,Functional Fitness,10.6,296,177,136,6,11,20,20,37,FALSE,,,
9/10/2020 22:36,9/11/2020 23:04,UTC-05:00,9/11/2020 15:11,9/11/2020 16:24,72,Functional Fitness,9.8,364,180,111,17,34,30,8,6,FALSE,,,
9/9/2020 23:23,9/10/2020 22:36,UTC-05:00,9/10/2020 16:35,9/10/2020 17:27,52,Functional Fitness,13.4,521,185,139,0,13,24,27,21,FALSE,,,
9/9/2020 23:23,9/10/2020 22:36,UTC-05:00,9/10/2020 15:45,9/10/2020 16:35,50,Gymnastics,7,232,157,110,13,36,38,10,0,FALSE,,,
9/8/2020 22:28,9/9/2020 23:23,UTC-05:00,9/9/2020 9:31,9/9/2020 10:31,60,Functional Fitness,13.5,579,185,137,2,11,30,18,33,FALSE,,,
9/7/2020 2:11,9/7/2020 23:50,UTC-05:00,9/7/2020 16:27,9/7/2020 17:34,66,Functional Fitness,11.4,421,184,121,3,42,21,14,13,FALSE,,,
9/7/2020 2:11,9/7/2020 23:50,UTC-05:00,9/7/2020 15:45,9/7/2020 16:27,41,Gymnastics,5.6,139,145,103,21,41,32,3,0,FALSE,,,
9/7/2020 2:11,9/7/2020 23:50,UTC-05:00,9/7/2020 12:38,9/7/2020 12:45,7,Walking,4.3,24,153,104,30,41,9,19,0,TRUE,843.88,5.07,-0.68
9/5/2020 21:39,9/7/2020 2:11,UTC-05:00,9/6/2020 10:34,9/6/2020 11:22,47,Running,11.5,392,181,130,7,14,30,19,21,TRUE,2433.17,3.53,0.05
9/3/2020 22:23,9/4/2020 22:52,UTC-05:00,9/4/2020 15:19,9/4/2020 16:12,53,Functional Fitness,10.7,347,182,122,10,24,34,10,14,FALSE,,,
9/2/2020 22:39,9/3/2020 22:23,UTC-05:00,9/3/2020 11:17,9/3/2020 11:37,19,Functional Fitness,7.1,162,170,132,3,12,24,36,23,FALSE,,,
9/2/2020 22:39,9/3/2020 22:23,UTC-05:00,9/3/2020 10:29,9/3/2020 11:17,47,Weightlifting,5.4,128,136,101,24,53,21,0,0,FALSE,,,
8/31/2020 22:05,9/1/2020 21:36,UTC-05:00,9/1/2020 16:00,9/1/2020 17:00,60,Weightlifting,7.2,264,152,112,8,36,46,8,0,FALSE,,,
8/30/2020 22:10,8/31/2020 22:05,UTC-05:00,8/31/2020 17:43,8/31/2020 18:01,17,Functional Fitness,7.9,178,172,140,3,6,15,31,42,FALSE,,,
8/30/2020 22:10,8/31/2020 22:05,UTC-05:00,8/31/2020 16:17,8/31/2020 16:34,16,Gymnastics,4.2,30,133,95,44,42,13,0,0,FALSE,,,
8/29/2020 21:56,8/30/2020 22:10,UTC-05:00,8/30/2020 15:13,8/30/2020 16:25,72,Functional Fitness,7.4,274,159,108,20,36,25,17,0,FALSE,,,
8/26/2020 22:26,8/27/2020 22:59,UTC-05:00,8/27/2020 15:09,8/27/2020 15:42,33,Weightlifting,6.3,172,160,116,6,25,45,21,1,FALSE,,,
8/21/2020 22:22,8/22/2020 21:43,UTC-05:00,8/22/2020 9:11,8/22/2020 9:57,45,Functional Fitness,13,488,176,144,0,4,22,24,46,FALSE,,,
8/20/2020 22:47,8/21/2020 22:22,UTC-05:00,8/21/2020 16:30,8/21/2020 17:14,44,Functional Fitness,11,321,189,126,3,26,35,16,4,FALSE,,,
8/20/2020 22:47,8/21/2020 22:22,UTC-05:00,8/21/2020 16:09,8/21/2020 16:19,10,Rowing,6.5,110,174,143,3,1,5,47,40,TRUE,,,
8/20/2020 22:47,8/21/2020 22:22,UTC-05:00,8/21/2020 8:52,8/21/2020 9:53,60,Other,9.6,372,171,120,7,26,30,29,5,FALSE,,,
8/18/2020 23:55,8/19/2020 22:44,UTC-05:00,8/19/2020 16:30,8/19/2020 17:32,62,Functional Fitness,12.1,439,186,125,6,20,44,6,13,FALSE,,,
8/17/2020 22:46,8/18/2020 23:55,UTC-05:00,8/18/2020 11:12,8/18/2020 11:34,21,Running,11.8,304,177,160,0,0,0,17,63,TRUE,3696.94,34.35,0.21
8/17/2020 22:46,8/18/2020 23:55,UTC-05:00,8/18/2020 10:14,8/18/2020 11:09,54,Weightlifting,5.5,140,132,99,32,41,26,0,0,FALSE,,,
8/16/2020 21:58,8/17/2020 22:46,UTC-05:00,8/17/2020 16:47,8/17/2020 17:31,44,Functional Fitness,11.5,402,178,135,2,21,10,26,37,FALSE,,,
8/14/2020 22:21,8/15/2020 22:21,UTC-05:00,8/15/2020 10:03,8/15/2020 10:50,46,Functional Fitness,13.3,464,181,139,6,19,8,17,37,FALSE,,,
8/14/2020 22:21,8/15/2020 22:21,UTC-05:00,8/15/2020 9:44,8/15/2020 9:56,12,Running,6.8,125,171,140,2,8,18,37,33,TRUE,1937.74,9.98,-0.25
8/13/2020 22:12,8/14/2020 22:21,UTC-05:00,8/14/2020 15:36,8/14/2020 16:06,30,Functional Fitness,10.3,274,178,134,8,14,27,5,40,FALSE,,,
8/12/2020 21:51,8/13/2020 22:12,UTC-05:00,8/13/2020 15:10,8/13/2020 16:15,65,Functional Fitness,9.4,309,176,108,38,23,10,15,11,FALSE,,,
8/11/2020 22:08,8/12/2020 21:51,UTC-05:00,8/12/2020 15:33,8/12/2020 16:44,70,Functional Fitness,8.5,295,174,109,24,34,22,12,4,FALSE,,,
8/9/2020 22:52,8/10/2020 22:36,UTC-05:00,8/10/2020 17:46,8/10/2020 17:58,11,Running,9.9,173,182,164,0,1,4,8,32,TRUE,2078.68,21.85,0.17
8/9/2020 22:52,8/10/2020 22:36,UTC-05:00,8/10/2020 16:45,8/10/2020 17:43,58,Weightlifting,6.7,214,162,107,14,49,28,6,1,FALSE,,,
8/8/2020 23:40,8/9/2020 22:52,UTC-05:00,8/9/2020 9:45,8/9/2020 10:49,63,Activity,13.3,466,207,126,2,28,49,5,0,FALSE,,,
8/7/2020 23:06,8/8/2020 23:40,UTC-05:00,8/8/2020 11:32,8/8/2020 12:58,85,Other,8.8,403,153,112,5,33,52,8,0,TRUE,339.25,13.01,0.11
8/6/2020 22:19,8/7/2020 23:06,UTC-05:00,8/7/2020 15:38,8/7/2020 16:18,39,Functional Fitness,12.9,431,181,143,6,7,6,21,42,FALSE,,,
8/5/2020 22:53,8/6/2020 22:19,UTC-05:00,8/6/2020 15:02,8/6/2020 15:17,15,Functional Fitness,7.7,142,176,136,0,15,36,9,26,FALSE,,,
8/5/2020 22:53,8/6/2020 22:19,UTC-05:00,8/6/2020 14:19,8/6/2020 15:01,41,Weightlifting,6.7,197,150,111,17,23,41,16,0,FALSE,,,
8/5/2020 22:53,8/6/2020 22:19,UTC-05:00,8/6/2020 13:13,8/6/2020 13:35,21,Walking,4.6,51,124,99,17,80,2,0,0,TRUE,1945.57,7.84,0.04
8/4/2020 22:45,8/5/2020 22:53,UTC-05:00,8/5/2020 16:32,8/5/2020 16:48,16,Rowing,7.7,167,169,140,4,0,4,64,24,TRUE,60.9,14.88,-15.04
8/4/2020 22:45,8/5/2020 22:53,UTC-05:00,8/5/2020 15:35,8/5/2020 16:32,57,Functional Fitness,6.9,241,142,107,15,33,47,2,0,FALSE,,,
8/2/2020 20:49,8/3/2020 21:49,UTC-05:00,8/3/2020 15:39,8/3/2020 16:24,44,Functional Fitness,11.8,399,178,133,8,9,18,31,27,FALSE,,,
8/1/2020 22:39,8/2/2020 20:49,UTC-05:00,8/2/2020 16:09,8/2/2020 16:45,35,Functional Fitness,10.6,306,177,130,8,12,15,23,31,FALSE,,,
7/30/2020 21:54,7/31/2020 22:29,UTC-05:00,7/31/2020 6:55,7/31/2020 8:00,64,Running,17.6,927,183,161,1,0,4,5,53,TRUE,11508.1,99.94,0.01
7/29/2020 22:04,7/30/2020 21:54,UTC-05:00,7/30/2020 17:39,7/30/2020 17:58,18,Activity,10.9,251,182,156,1,1,3,11,53,FALSE,,,
7/29/2020 22:04,7/30/2020 21:54,UTC-05:00,7/30/2020 17:20,7/30/2020 17:38,18,Functional Fitness,4.4,45,141,95,46,26,22,5,0,FALSE,,,
7/29/2020 1:12,7/29/2020 22:04,UTC-05:00,7/29/2020 16:30,7/29/2020 17:20,49,Functional Fitness,10.8,362,179,125,6,18,31,21,18,FALSE,,,
7/27/2020 22:08,7/29/2020 1:12,UTC-05:00,7/28/2020 9:54,7/28/2020 10:32,37,Yoga,,37,107,75,97,2,0,0,0,FALSE,,,
7/27/2020 22:08,7/29/2020 1:12,UTC-05:00,7/28/2020 9:25,7/28/2020 9:47,21,Functional Fitness,6.2,122,157,109,38,5,14,33,8,FALSE,,,
7/27/2020 22:08,7/29/2020 1:12,UTC-05:00,7/28/2020 9:06,7/28/2020 9:21,15,Elliptical,4.6,56,121,106,5,65,29,0,0,FALSE,,,
7/26/2020 21:49,7/27/2020 22:08,UTC-05:00,7/27/2020 20:52,7/27/2020 21:02,10,Yoga,,10,84,69,99,0,0,0,0,FALSE,,,
7/26/2020 21:49,7/27/2020 22:08,UTC-05:00,7/27/2020 20:35,7/27/2020 20:50,15,Meditation,,15,71,53,99,0,0,0,0,FALSE,,,
7/26/2020 21:49,7/27/2020 22:08,UTC-05:00,7/27/2020 17:00,7/27/2020 17:20,20,Cycling,4,21,106,85,78,21,0,0,0,FALSE,,,
7/25/2020 23:08,7/26/2020 21:49,UTC-05:00,7/26/2020 16:07,7/26/2020 17:04,57,Functional Fitness,11.6,451,174,128,4,20,19,29,24,FALSE,,,
7/23/2020 23:58,7/24/2020 23:17,UTC-05:00,7/24/2020 15:27,7/24/2020 16:32,64,Functional Fitness,10.2,322,178,111,27,32,11,11,14,FALSE,,,
7/23/2020 23:58,7/24/2020 23:17,UTC-05:00,7/24/2020 15:09,7/24/2020 15:21,12,Functional Fitness,4.8,56,161,110,17,26,32,15,7,FALSE,,,
7/22/2020 22:54,7/23/2020 23:58,UTC-05:00,7/23/2020 16:06,7/23/2020 17:23,76,Functional Fitness,8.5,323,175,108,17,38,28,11,2,FALSE,,,
7/22/2020 1:53,7/22/2020 22:54,UTC-05:00,7/22/2020 16:28,7/22/2020 17:43,75,Weightlifting,8.4,313,167,109,4,55,30,4,4,FALSE,,,
7/22/2020 1:53,7/22/2020 22:54,UTC-05:00,7/22/2020 15:59,7/22/2020 16:24,25,Functional Fitness,6.5,166,152,122,1,17,38,41,0,FALSE,,,
7/22/2020 1:53,7/22/2020 22:54,UTC-05:00,7/22/2020 15:41,7/22/2020 15:57,16,Rowing,7.1,155,168,136,3,3,10,73,9,TRUE,5.6,0,0.02
7/20/2020 21:56,7/22/2020 1:53,UTC-05:00,7/21/2020 10:33,7/21/2020 11:03,30,Weightlifting,5.3,108,137,105,11,46,38,3,0,FALSE,,,
7/20/2020 21:56,7/22/2020 1:53,UTC-05:00,7/21/2020 10:02,7/21/2020 10:21,19,Walking,4.8,66,129,105,9,55,35,0,0,TRUE,229.49,0.24,0.18
7/19/2020 21:30,7/20/2020 21:56,UTC-05:00,7/20/2020 16:25,7/20/2020 17:21,55,Functional Fitness,11.5,293,186,109,46,17,6,6,9,FALSE,,,
7/18/2020 22:54,7/19/2020 21:30,UTC-05:00,7/19/2020 11:32,7/19/2020 12:11,38,Functional Fitness,6,159,144,109,9,36,44,9,0,FALSE,,,
7/18/2020 22:54,7/19/2020 21:30,UTC-05:00,7/19/2020 10:48,7/19/2020 10:54,5,Rowing,5.5,58,173,135,9,6,11,13,57,TRUE,,,
7/17/2020 22:59,7/18/2020 22:54,UTC-05:00,7/18/2020 9:13,7/18/2020 10:38,85,Functional Fitness,13.3,566,184,120,11,34,21,13,9,FALSE,,,
7/16/2020 22:39,7/17/2020 22:59,UTC-05:00,7/17/2020 16:34,7/17/2020 16:55,21,Weightlifting,6,120,164,115,9,29,33,21,6,FALSE,,,
7/16/2020 22:39,7/17/2020 22:59,UTC-05:00,7/17/2020 15:39,7/17/2020 16:31,51,Functional Fitness,8.1,232,167,108,25,36,12,15,9,FALSE,,,
7/15/2020 23:09,7/16/2020 22:39,UTC-05:00,7/16/2020 16:36,7/16/2020 16:39,2,Other,4.2,18,138,119,12,4,53,29,0,TRUE,,,
7/15/2020 23:09,7/16/2020 22:39,UTC-05:00,7/16/2020 15:40,7/16/2020 16:06,26,Functional Fitness,11.3,289,178,143,6,5,11,24,37,FALSE,,,
7/13/2020 23:22,7/14/2020 23:00,UTC-05:00,7/14/2020 15:18,7/14/2020 16:11,53,Functional Fitness,11.3,425,172,127,3,10,37,26,20,FALSE,,,
7/12/2020 22:45,7/13/2020 23:22,UTC-05:00,7/13/2020 16:22,7/13/2020 17:23,60,Functional Fitness,13.9,621,178,139,0,8,18,32,33,FALSE,,,
7/12/2020 22:45,7/13/2020 23:22,UTC-05:00,7/13/2020 15:23,7/13/2020 15:28,5,Rowing,5.2,56,164,138,4,2,4,54,33,TRUE,33.12,0,1.13
7/10/2020 23:40,7/11/2020 22:29,UTC-05:00,7/11/2020 10:22,7/11/2020 11:05,43,Functional Fitness,16.1,636,187,163,0,3,2,4,48,FALSE,,,
7/10/2020 23:40,7/11/2020 22:29,UTC-05:00,7/11/2020 9:20,7/11/2020 10:20,60,Other,8.8,348,162,116,3,30,44,19,1,FALSE,,,
7/10/2020 23:40,7/11/2020 22:29,UTC-05:00,7/11/2020 9:07,7/11/2020 9:17,9,Running,7.8,125,184,155,0,1,1,19,62,TRUE,1760.77,20.98,-0.36
7/8/2020 22:59,7/9/2020 22:04,UTC-05:00,7/9/2020 15:33,7/9/2020 16:30,57,Functional Fitness,8.4,314,157,114,10,27,43,17,1,FALSE,,,
7/8/2020 0:34,7/8/2020 22:59,UTC-05:00,7/8/2020 15:18,7/8/2020 16:18,60,Functional Fitness,7.9,254,163,106,16,52,15,10,4,FALSE,,,
7/6/2020 22:19,7/8/2020 0:34,UTC-05:00,7/7/2020 15:38,7/7/2020 16:32,54,Functional Fitness,11.2,285,183,107,45,22,7,2,11,FALSE,,,
7/5/2020 22:47,7/6/2020 22:19,UTC-05:00,7/6/2020 16:28,7/6/2020 17:21,53,Functional Fitness,7.2,194,177,103,25,49,9,10,3,FALSE,,,
7/5/2020 22:47,7/6/2020 22:19,UTC-05:00,7/6/2020 15:18,7/6/2020 16:27,69,Gymnastics,6.9,240,147,101,26,37,29,6,0,FALSE,,,
7/3/2020 23:02,7/4/2020 22:47,UTC-05:00,7/4/2020 9:42,7/4/2020 11:24,102,Functional Fitness,14.8,764,177,121,30,7,11,19,28,FALSE,,,
7/2/2020 22:17,7/3/2020 23:02,UTC-05:00,7/3/2020 15:30,7/3/2020 17:36,126,Functional Fitness,11,500,172,103,26,41,18,6,7,FALSE,,,
7/2/2020 0:10,7/2/2020 22:17,UTC-05:00,7/2/2020 16:20,7/2/2020 17:38,78,Functional Fitness,14.7,718,185,133,9,10,20,25,26,FALSE,,,
7/1/2020 2:50,7/2/2020 0:10,UTC-05:00,7/1/2020 15:00,7/1/2020 16:03,63,Functional Fitness,6.6,198,162,99,42,33,10,11,1,FALSE,,,
6/29/2020 21:17,7/1/2020 2:50,UTC-05:00,6/30/2020 10:00,6/30/2020 10:45,45,Functional Fitness,12.1,356,179,124,22,19,8,8,36,FALSE,,,
6/28/2020 21:57,6/29/2020 21:17,UTC-05:00,6/29/2020 16:41,6/29/2020 17:20,38,Functional Fitness,5.6,115,164,97,37,37,16,5,2,FALSE,,,
6/26/2020 23:45,6/27/2020 23:05,UTC-05:00,6/27/2020 10:08,6/27/2020 11:11,63,Functional Fitness,13.8,528,188,129,3,23,33,10,13,FALSE,,,
6/25/2020 22:46,6/26/2020 23:45,UTC-05:00,6/26/2020 9:28,6/26/2020 10:27,58,Functional Fitness,9.1,314,169,112,17,29,26,17,8,FALSE,,,
6/24/2020 22:28,6/25/2020 22:46,UTC-05:00,6/25/2020 8:48,6/25/2020 10:38,110,Functional Fitness,13.3,642,189,116,9,35,29,11,10,FALSE,,,
6/22/2020 21:07,6/23/2020 23:56,UTC-05:00,6/23/2020 9:28,6/23/2020 10:28,59,Functional Fitness,11.8,466,181,127,1,16,38,21,20,FALSE,,,
6/21/2020 21:56,6/22/2020 21:07,UTC-05:00,6/22/2020 17:59,6/22/2020 18:34,35,Functional Fitness,8.9,256,170,123,20,11,12,34,19,FALSE,,,
6/19/2020 22:35,6/21/2020 0:30,UTC-05:00,6/20/2020 20:50,6/20/2020 21:27,36,Functional Fitness,11.6,320,179,130,18,7,22,4,41,FALSE,,,
6/18/2020 22:58,6/19/2020 22:35,UTC-05:00,6/19/2020 15:53,6/19/2020 17:02,68,Functional Fitness,11.7,460,178,121,2,31,32,15,13,FALSE,,,
6/18/2020 22:58,6/19/2020 22:35,UTC-05:00,6/19/2020 15:36,6/19/2020 15:47,11,Rowing,6.4,102,170,133,8,14,3,27,45,TRUE,146.37,0.62,-0.48
6/17/2020 22:21,6/18/2020 22:58,UTC-05:00,6/18/2020 16:34,6/18/2020 17:25,50,Functional Fitness,11.8,436,175,131,2,16,21,37,20,FALSE,,,
6/17/2020 22:21,6/18/2020 22:58,UTC-05:00,6/18/2020 15:29,6/18/2020 16:05,35,Running,11.3,323,185,133,2,25,10,23,27,TRUE,4577.17,26.68,0.57
6/17/2020 0:32,6/17/2020 22:21,UTC-05:00,6/17/2020 16:22,6/17/2020 17:30,67,Functional Fitness,8.3,296,170,108,14,44,22,13,4,FALSE,,,
6/15/2020 22:18,6/17/2020 0:32,UTC-05:00,6/16/2020 10:32,6/16/2020 10:57,24,Functional Fitness,8.3,202,171,129,7,23,7,35,27,FALSE,,,
6/15/2020 22:18,6/17/2020 0:32,UTC-05:00,6/16/2020 10:06,6/16/2020 10:27,20,Walking,4.5,49,114,97,27,72,0,0,0,TRUE,1908.15,0.11,0.01
6/14/2020 21:53,6/15/2020 22:18,UTC-05:00,6/15/2020 17:12,6/15/2020 17:50,37,Functional Fitness,11.8,357,177,136,6,19,9,14,46,FALSE,,,
6/12/2020 22:05,6/13/2020 23:35,UTC-05:00,6/13/2020 13:34,6/13/2020 13:43,8,Walking,4.1,16,123,95,33,62,4,0,0,TRUE,752.66,2.84,0.24
6/12/2020 22:05,6/13/2020 23:35,UTC-05:00,6/13/2020 9:25,6/13/2020 10:08,43,Functional Fitness,10,320,169,124,4,23,25,23,23,FALSE,,,
6/11/2020 22:14,6/12/2020 22:05,UTC-05:00,6/12/2020 15:21,6/12/2020 16:23,61,Functional Fitness,11.7,413,179,121,10,32,22,12,18,FALSE,,,
6/10/2020 22:00,6/11/2020 22:14,UTC-05:00,6/11/2020 15:29,6/11/2020 16:23,53,Functional Fitness,14,587,178,144,0,7,15,26,42,TRUE,,,
6/9/2020 23:43,6/10/2020 22:00,UTC-05:00,6/10/2020 9:26,6/10/2020 10:00,34,Functional Fitness,6.3,174,157,111,15,22,48,12,0,FALSE,,,
6/9/2020 23:43,6/10/2020 22:00,UTC-05:00,6/10/2020 8:43,6/10/2020 9:17,33,Functional Fitness,4.8,81,136,94,45,36,16,1,0,FALSE,,,
6/8/2020 22:39,6/9/2020 23:43,UTC-05:00,6/9/2020 9:25,6/9/2020 10:08,43,Functional Fitness,11.9,379,174,131,5,21,13,20,37,FALSE,,,
6/8/2020 22:39,6/9/2020 23:43,UTC-05:00,6/9/2020 8:46,6/9/2020 9:07,21,Walking,4.1,27,111,87,59,40,0,0,0,TRUE,2757,16.19,0.31
6/7/2020 21:52,6/8/2020 22:39,UTC-05:00,6/8/2020 9:30,6/8/2020 10:31,61,Functional Fitness,8.3,240,176,105,20,47,18,5,4,FALSE,,,
6/6/2020 21:46,6/7/2020 21:52,UTC-05:00,6/7/2020 13:50,6/7/2020 14:23,33,Functional Fitness,9.5,236,173,120,23,25,4,14,31,FALSE,,,
6/5/2020 22:48,6/6/2020 21:46,UTC-05:00,6/6/2020 10:04,6/6/2020 11:15,70,Functional Fitness,13.9,615,176,130,11,14,16,18,34,FALSE,,,
6/4/2020 22:16,6/5/2020 22:48,UTC-05:00,6/5/2020 16:43,6/5/2020 17:10,26,Walking,4.8,69,127,100,14,80,4,0,0,TRUE,2472.56,11.91,0.01
6/4/2020 22:16,6/5/2020 22:48,UTC-05:00,6/5/2020 15:37,6/5/2020 16:30,52,Functional Fitness,14.2,505,188,136,6,13,32,10,7,FALSE,,,
6/3/2020 22:18,6/4/2020 22:16,UTC-05:00,6/4/2020 8:20,6/4/2020 9:27,66,Functional Fitness,15.3,647,189,136,7,15,20,9,21,FALSE,,,
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,6/3/2020 16:30,6/3/2020 17:20,49,Functional Fitness,9.9,332,179,121,7,24,30,25,9,FALSE,,,
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,6/3/2020 16:05,6/3/2020 16:20,15,Functional Fitness,4.8,60,157,103,40,19,15,19,4,FALSE,,,
6/2/2020 21:44,6/3/2020 22:18,UTC-05:00,6/3/2020 15:25,6/3/2020 15:45,20,Rowing,8,193,170,136,5,4,5,60,23,TRUE,100.6,0.44,0.11
6/1/2020 21:35,6/2/2020 21:44,UTC-05:00,6/2/2020 17:04,6/2/2020 17:15,10,Running,7.5,123,177,149,0,3,12,14,64,TRUE,1638.06,12.73,-0.27
6/1/2020 21:35,6/2/2020 21:44,UTC-05:00,6/2/2020 16:41,6/2/2020 16:54,13,Running,6.3,116,161,132,0,17,23,38,20,TRUE,2148.54,13.56,0.35
5/31/2020 21:36,6/1/2020 21:35,UTC-05:00,6/1/2020 7:05,6/1/2020 7:37,32,Functional Fitness,12.5,357,177,145,0,14,14,12,36,FALSE,,,
5/30/2020 21:38,5/31/2020 21:36,UTC-05:00,5/31/2020 10:12,5/31/2020 11:05,53,Functional Fitness,11.3,379,180,124,7,30,19,17,21,FALSE,,,
5/29/2020 21:54,5/30/2020 21:38,UTC-05:00,5/30/2020 10:21,5/30/2020 10:42,20,Walking,4.4,37,112,96,24,75,0,0,0,TRUE,2077.92,11,0.29
5/29/2020 21:54,5/30/2020 21:38,UTC-05:00,5/30/2020 9:10,5/30/2020 10:21,71,Weightlifting,5,113,122,93,42,54,3,0,0,FALSE,,,
5/28/2020 22:26,5/29/2020 21:54,UTC-05:00,5/29/2020 15:30,5/29/2020 16:17,46,Functional Fitness,5.9,159,147,104,15,48,30,5,0,FALSE,,,
